date,OT,f1,f2,f3,f4,f5,f6
2020-01-01 00:00:00,101.76405234596767,10.013239767667534,21.593273615950025,31.068730858335748,42.04253623401705,49.694154361803136,61.41707927398334
2020-01-01 01:00:00,102.16420955433489,9.891294840067257,22.1619960150705,30.83486444772122,41.123075049903626,50.80356289709036,61.8608080028419
2020-01-01 02:00:00,103.14294753844062,10.230354096009687,22.0475089694813,30.733059341000974,41.23774507911862,51.29084342353168,61.78383529736459
2020-01-01 03:00:00,105.38384073764209,9.640722054058656,22.29913921830119,30.58398217826714,41.100321375410616,50.98699260927948,60.692300938725026
2020-01-01 04:00:00,107.25139872779205,8.74490629364783,21.088283580357597,31.282078420737307,42.46584830017003,49.52967539215676,60.254844128539716
2020-01-01 05:00:00,106.27412084791564,9.29323442414581,20.69454986866321,32.13522658518871,42.20420995279306,48.609151719901526,61.92885444141792
2020-01-01 06:00:00,107.22420926544123,9.391901877961605,20.779802443233596,31.53048578904509,40.91796904197029,49.29181686562291,59.00470129943004
2020-01-01 07:00:00,107.07285205714354,9.589082933158974,20.879224429942138,30.121594827076656,39.26331155222864,48.936343945214254,60.68723155261095
2020-01-01 08:00:00,106.96963320534998,10.648110187600938,19.348608185543522,29.140493210878365,39.30054429209965,49.32908285510454,60.54011847667399
2020-01-01 09:00:00,107.38023170728835,9.625545796340253,19.676231364778303,29.305676278880334,40.57084559287786,48.948006592508094,60.17225925437589
2020-01-01 10:00:00,107.52427527844922,8.77030533908939,19.955427857292513,29.2890304233678,40.42756898124974,47.24162445437765,60.309634138658765
2020-01-01 11:00:00,108.9785487854122,10.027524989918383,19.578376651019735,29.42996309408179,41.22282419584892,47.08136899138578,60.089526995431946
2020-01-01 12:00:00,109.73958651055919,8.54464163234434,19.582551650102236,28.704790964023978,41.1507517202877,45.464398367444915,57.58810308332391
2020-01-01 13:00:00,109.86126152705202,7.235229486013327,18.099060096734235,29.500531779115878,40.408327714602706,46.08066166732681,56.98428186191305
2020-01-01 14:00:00,110.30512475979745,8.053091317198323,16.619264481409886,29.324093237854907,41.63398165811688,48.48724825636807,57.71063806966881
2020-01-01 15:00:00,110.63879908717172,8.291291509220361,16.75395174374812,27.69065870805232,39.42859355122871,48.80245067028856,58.916902571290855
2020-01-01 16:00:00,112.13287816032931,8.396523646279636,16.086228552831958,27.846008487867465,38.8979559280517,50.06324025239889,57.87904976502756
2020-01-01 17:00:00,111.92771989656352,8.304864238179254,16.074673032607656,28.393434486195957,39.06617030551415,50.39424353635816,57.63319127804868
2020-01-01 18:00:00,112.24078759821441,8.336131785206824,16.91416370492526,28.537194797412845,38.09732416319021,49.094022503947784,56.24353803725514
2020-01-01 19:00:00,111.3866918589127,8.244019670514867,16.740233774620105,28.667415776628573,38.40697818642917,49.64679605450301,56.16490702050239
2020-01-01 20:00:00,108.83370204307862,9.599462373109287,13.929565719790908,28.894587728108633,39.347086055185386,48.88223589001455,57.14441978348962
2020-01-01 21:00:00,109.48732063851898,9.20131424435921,13.778912081770017,27.840858599992096,39.18369571006208,47.279159782173785,56.93728737868554
2020-01-01 22:00:00,110.35175683737847,9.039940708081431,13.29786805977598,29.372611624418028,38.862813398464986,47.56176422429324,56.44256061489443
2020-01-01 23:00:00,109.60959181697204,10.834389513306505,13.06317370545306,29.04611804067367,38.45938261201392,47.7501898213378,54.77003753244815
2020-01-02 00:00:00,111.87934644095964,10.86189921533634,13.962904518024613,30.51296321114959,37.79531589195783,46.64493521055985,54.985039142881924
2020-01-02 01:00:00,110.42498076636087,13.093915604861518,12.3843743320835,29.95883434363462,37.6790284383958,46.61930999949565,54.31272896082538
